bill_no,date,customer_id,product_id,quantity,selling_price,discount,gst,total_amount,payment_mode,purchase_price,profit,year,month,quarter,day
BILL000272,2025-06-30,631,145,5,477,10,119.25,2494.25,Card,373,520,2025,June,2,Monday
BILL000273,2025-03-02,844,211,1,208,50,24.96,182.96,Card,71,137,2025,March,1,Sunday
BILL000274,2025-06-26,776,18,3,165,0,89.1,584.1,Card,59,318,2025,June,2,Thursday
BILL000275,2025-06-07,452,121,1,170,30,8.5,148.5,Card,29,141,2025,June,2,Saturday
BILL000276,2025-08-15,26,132,1,296,50,14.8,260.8,UPI,208,88,2025,August,3,Friday
BILL000277,2025-10-27,326,230,4,333,50,239.76,1521.76,UPI,276,228,2025,October,4,Monday
BILL000278,2025-07-20,892,159,3,77,20,41.58,252.58,UPI,30,141,2025,July,3,Sunday
BILL000279,2025-07-24,47,120,5,345,10,310.5,2025.5,Cash,254,455,2025,July,3,Thursday
BILL000280,2025-12-21,36,184,5,332,0,83.0,1743.0,Cash,249,415,2025,December,4,Sunday
BILL000281,2025-08-15,424,52,4,76,30,15.2,289.2,UPI,62,56,2025,August,3,Friday
BILL000282,2025-09-05,137,91,3,304,20,45.6,937.6,UPI,249,165,2025,September,3,Friday
BILL000283,2025-08-18,784,218,1,400,10,72.0,462.0,Cash,273,127,2025,August,3,Monday
BILL000284,2025-08-08,328,197,3,410,10,147.6,1367.6,Card,288,366,2025,August,3,Friday
BILL000285,2025-08-29,481,37,3,235,50,84.6,739.6,Cash,143,276,2025,August,3,Friday
BILL000286,2025-08-15,439,164,1,144,50,7.2,101.2,UPI,100,44,2025,August,3,Friday
BILL000287,2025-09-04,917,195,4,337,50,0.0,1298.0,UPI,196,564,2025,September,3,Thursday
BILL000288,2025-11-23,68,124,1,414,50,0.0,364.0,UPI,377,37,2025,November,4,Sunday
BILL000289,2025-04-23,162,1,3,125,50,0.0,325.0,UPI,77,144,2025,April,2,Wednesday
BILL000290,2025-03-05,610,174,4,383,20,275.76,1787.76,UPI,364,76,2025,March,1,Wednesday
BILL000291,2025-10-03,819,35,4,158,50,113.76,695.76,UPI,90,272,2025,October,4,Friday
BILL000292,2025-06-14,545,134,1,242,0,29.04,271.04,Card,136,106,2025,June,2,Saturday
BILL000293,2025-02-19,967,135,2,216,0,77.76,509.76,Card,83,266,2025,February,1,Wednesday
BILL000294,2025-12-10,745,159,1,77,10,13.86,80.86,Cash,30,47,2025,December,4,Wednesday
BILL000295,2025-06-16,497,128,3,347,30,187.38,1198.38,UPI,261,258,2025,June,2,Monday
BILL000296,2025-12-31,751,236,5,253,0,227.7,1492.7,UPI,136,585,2025,December,4,Wednesday
BILL000297,2025-03-10,546,108,1,423,10,21.15,434.15,UPI,277,146,2025,March,1,Monday
BILL000298,2025-01-13,75,121,1,170,20,8.5,158.5,Cash,29,141,2025,January,1,Monday
BILL000299,2025-05-20,954,15,2,372,50,89.28,783.28,Card,296,152,2025,May,2,Tuesday
BILL000300,2025-02-25,273,174,4,383,30,275.76,1777.76,Card,364,76,2025,February,1,Tuesday
BILL000301,2025-03-26,761,215,1,406,0,73.08,479.08,Cash,298,108,2025,March,1,Wednesday
BILL000302,2025-04-06,123,46,3,79,50,42.66,229.66,UPI,57,66,2025,April,2,Sunday
BILL000303,2025-07-20,730,198,5,333,10,299.7,1954.7,Cash,235,490,2025,July,3,Sunday
BILL000304,2025-01-14,971,86,5,271,20,162.6,1497.6,UPI,132,695,2025,January,1,Tuesday
BILL000305,2025-08-03,662,135,2,216,50,77.76,459.76,Cash,83,266,2025,August,3,Sunday
BILL000306,2025-01-27,520,125,4,448,0,215.04,2007.04,Cash,356,368,2025,January,1,Monday
BILL000307,2025-12-31,530,30,2,359,50,129.24,797.24,UPI,275,168,2025,December,4,Wednesday
BILL000308,2025-03-25,830,238,2,283,50,67.92,583.92,Card,185,196,2025,March,1,Tuesday
BILL000309,2025-07-22,802,227,2,193,30,19.3,375.3,Cash,180,26,2025,July,3,Tuesday
BILL000310,2025-03-15,661,77,3,200,20,30.0,610.0,Card,189,33,2025,March,1,Saturday
BILL000311,2025-08-25,923,191,4,358,10,0.0,1422.0,UPI,214,576,2025,August,3,Monday
BILL000312,2025-03-01,143,122,2,257,50,25.7,489.7,UPI,117,280,2025,March,1,Saturday
BILL000313,2025-11-01,440,219,2,450,50,45.0,895.0,Card,318,264,2025,November,4,Saturday
BILL000314,2025-02-27,419,225,2,285,10,102.6,662.6,Cash,261,48,2025,February,1,Thursday
BILL000315,2025-07-29,872,145,4,477,30,95.4,1973.4,Cash,373,416,2025,July,3,Tuesday
BILL000316,2025-05-09,809,183,3,513,0,184.68,1723.68,Card,395,354,2025,May,2,Friday
BILL000317,2025-04-06,854,75,4,390,50,0.0,1510.0,Card,298,368,2025,April,2,Sunday
BILL000318,2025-01-28,191,42,3,171,50,0.0,463.0,Card,107,192,2025,January,1,Tuesday
BILL000319,2025-04-13,322,118,3,405,20,0.0,1195.0,UPI,368,111,2025,April,2,Sunday
BILL000320,2025-07-30,402,71,1,404,10,0.0,394.0,UPI,297,107,2025,July,3,Wednesday
BILL000321,2025-02-11,999,119,4,388,20,186.24,1718.24,Cash,303,340,2025,February,1,Tuesday
BILL000322,2025-09-14,811,156,5,314,30,188.4,1728.4,Cash,171,715,2025,September,3,Sunday
BILL000323,2025-06-16,610,10,4,369,10,177.12,1643.12,Card,242,508,2025,June,2,Monday
BILL000324,2025-04-16,865,161,4,156,20,0.0,604.0,Cash,41,460,2025,April,2,Wednesday
BILL000325,2025-07-30,891,24,4,237,0,47.4,995.4,Card,123,456,2025,July,3,Wednesday
BILL000326,2025-12-07,919,197,1,410,30,49.2,429.2,Cash,288,122,2025,December,4,Sunday
BILL000327,2025-12-13,225,38,5,479,20,119.75,2494.75,Card,376,515,2025,December,4,Saturday
BILL000328,2025-06-08,208,23,5,206,20,123.6,1133.6,Card,61,725,2025,June,2,Sunday
BILL000329,2025-10-22,281,58,4,371,20,0.0,1464.0,Card,239,528,2025,October,4,Wednesday
BILL000330,2025-01-07,911,157,5,517,50,0.0,2535.0,Card,388,645,2025,January,1,Tuesday
BILL000331,2025-05-05,417,154,4,366,20,73.2,1517.2,Cash,229,548,2025,May,2,Monday
BILL000332,2025-10-06,117,205,2,126,20,12.6,244.6,Card,54,144,2025,October,4,Monday
BILL000333,2025-12-13,3,197,2,410,20,98.4,898.4,Cash,288,244,2025,December,4,Saturday
BILL000334,2025-12-11,713,145,5,477,50,119.25,2454.25,Cash,373,520,2025,December,4,Thursday
BILL000335,2025-04-19,153,30,4,359,20,258.48,1674.48,Card,275,336,2025,April,2,Saturday
BILL000336,2025-01-18,289,159,3,77,10,41.58,262.58,UPI,30,141,2025,January,1,Saturday
BILL000337,2025-08-28,302,168,4,255,0,183.6,1203.6,Card,164,364,2025,August,3,Thursday
BILL000338,2025-05-09,950,36,5,318,0,0.0,1590.0,UPI,173,725,2025,May,2,Friday
BILL000339,2025-12-04,404,6,3,330,30,178.2,1138.2,Card,187,429,2025,December,4,Thursday
BILL000340,2025-05-02,780,12,2,453,10,108.72,1004.72,UPI,323,260,2025,May,2,Friday
BILL000341,2025-07-19,97,120,1,345,20,62.1,387.1,Card,254,91,2025,July,3,Saturday
BILL000342,2025-03-28,123,205,5,126,10,31.5,651.5,UPI,54,360,2025,March,1,Friday
BILL000343,2025-06-24,59,63,3,321,20,173.34,1116.34,UPI,305,48,2025,June,2,Tuesday
BILL000344,2025-12-20,851,198,2,333,50,119.88,735.88,UPI,235,196,2025,December,4,Saturday
BILL000345,2025-01-11,269,167,4,420,50,0.0,1630.0,Card,338,328,2025,January,1,Saturday
BILL000346,2025-10-19,337,92,1,337,20,0.0,317.0,UPI,216,121,2025,October,4,Sunday
BILL000347,2025-07-19,404,11,4,294,30,141.12,1287.12,UPI,283,44,2025,July,3,Saturday
BILL000348,2025-04-12,948,5,2,221,0,53.04,495.04,UPI,132,178,2025,April,2,Saturday
BILL000349,2025-08-15,827,124,4,414,10,0.0,1646.0,Card,377,148,2025,August,3,Friday
BILL000350,2025-07-07,206,67,5,350,50,0.0,1700.0,Cash,202,740,2025,July,3,Monday
BILL000351,2025-09-06,415,166,4,408,10,0.0,1622.0,Card,388,80,2025,September,3,Saturday
BILL000352,2025-12-18,267,6,1,330,30,59.4,359.4,UPI,187,143,2025,December,4,Thursday
BILL000353,2025-06-07,729,93,3,353,50,52.95,1061.95,Card,251,306,2025,June,2,Saturday
BILL000354,2025-10-18,144,168,3,255,0,137.7,902.7,Card,164,273,2025,October,4,Saturday
BILL000355,2025-06-26,507,147,4,293,50,58.6,1180.6,Card,144,596,2025,June,2,Thursday
BILL000356,2025-02-27,655,25,5,222,50,55.5,1115.5,UPI,181,205,2025,February,1,Thursday
BILL000357,2025-12-08,103,140,1,409,20,49.08,438.08,Cash,380,29,2025,December,4,Monday
BILL000358,2025-02-16,878,51,3,181,0,97.74,640.74,Card,125,168,2025,February,1,Sunday
BILL000359,2025-12-07,666,157,5,517,0,0.0,2585.0,Card,388,645,2025,December,4,Sunday
BILL000360,2025-07-27,23,170,3,184,20,27.6,559.6,UPI,130,162,2025,July,3,Sunday
BILL000361,2025-08-11,625,210,4,319,30,229.68,1475.68,Card,269,200,2025,August,3,Monday
BILL000362,2025-08-11,547,94,5,188,10,169.2,1099.2,UPI,129,295,2025,August,3,Monday
BILL000363,2025-08-20,185,225,1,285,50,51.3,286.3,Cash,261,24,2025,August,3,Wednesday
BILL000364,2025-10-04,477,84,2,365,10,87.6,807.6,UPI,233,264,2025,October,4,Saturday
BILL000365,2025-02-14,680,177,2,410,10,0.0,810.0,UPI,305,210,2025,February,1,Friday
BILL000366,2025-01-12,647,203,5,453,50,407.7,2622.7,UPI,315,690,2025,January,1,Sunday
BILL000367,2025-01-17,243,182,4,138,20,27.6,559.6,Cash,128,40,2025,January,1,Friday
BILL000368,2025-07-15,974,149,3,383,0,0.0,1149.0,Card,245,414,2025,July,3,Tuesday
BILL000369,2025-09-17,91,221,5,167,30,150.3,955.3,UPI,38,645,2025,September,3,Wednesday
BILL000370,2025-12-30,274,153,4,315,30,151.2,1381.2,Card,259,224,2025,December,4,Tuesday
BILL000371,2025-05-30,737,86,3,271,0,97.56,910.56,UPI,132,417,2025,May,2,Friday
BILL000372,2025-02-20,382,118,1,405,10,0.0,395.0,Card,368,37,2025,February,1,Thursday
BILL000373,2025-05-23,328,100,5,345,10,0.0,1715.0,UPI,238,535,2025,May,2,Friday
BILL000374,2025-10-28,163,9,4,383,0,76.6,1608.6,Cash,356,108,2025,October,4,Tuesday
BILL000375,2025-03-28,603,215,4,406,0,292.32,1916.32,Card,298,432,2025,March,1,Friday
BILL000376,2025-10-20,523,206,5,440,10,0.0,2190.0,Card,298,710,2025,October,4,Monday
BILL000377,2025-10-27,718,138,5,451,0,112.75,2367.75,Card,382,345,2025,October,4,Monday
BILL000378,2025-08-11,684,163,2,394,50,0.0,738.0,Cash,246,296,2025,August,3,Monday
BILL000379,2025-01-09,859,116,3,225,10,81.0,746.0,Card,97,384,2025,January,1,Thursday
BILL000380,2025-05-09,980,149,4,383,20,0.0,1512.0,UPI,245,552,2025,May,2,Friday
BILL000381,2025-11-10,122,134,4,242,10,116.16,1074.16,Card,136,424,2025,November,4,Monday
BILL000382,2025-04-05,872,40,3,212,20,114.48,730.48,Cash,152,180,2025,April,2,Saturday
BILL000383,2025-02-25,616,72,5,115,20,103.5,658.5,Card,78,185,2025,February,1,Tuesday
BILL000384,2025-12-06,717,195,1,337,50,0.0,287.0,Card,196,141,2025,December,4,Saturday
BILL000385,2025-02-27,661,216,5,340,20,204.0,1884.0,UPI,222,590,2025,February,1,Thursday
BILL000386,2025-05-09,844,63,2,321,30,115.56,727.56,Card,305,32,2025,May,2,Friday
BILL000387,2025-07-01,433,205,2,126,10,12.6,254.6,Cash,54,144,2025,July,3,Tuesday
BILL000388,2025-07-20,415,225,2,285,10,102.6,662.6,Card,261,48,2025,July,3,Sunday
BILL000389,2025-02-28,389,204,3,73,0,0.0,219.0,UPI,60,39,2025,February,1,Friday
BILL000390,2025-02-26,609,19,2,380,10,0.0,750.0,UPI,364,32,2025,February,1,Wednesday
BILL000391,2025-11-14,909,40,5,212,20,190.8,1230.8,UPI,152,300,2025,November,4,Friday
BILL000392,2025-02-06,801,100,1,345,20,0.0,325.0,UPI,238,107,2025,February,1,Thursday
BILL000393,2025-12-01,601,94,3,188,50,101.52,615.52,Cash,129,177,2025,December,4,Monday
BILL000394,2025-07-11,707,121,5,170,20,42.5,872.5,Cash,29,705,2025,July,3,Friday
BILL000395,2025-07-11,697,184,4,332,50,66.4,1344.4,Cash,249,332,2025,July,3,Friday
BILL000396,2025-07-22,36,96,1,95,20,0.0,75.0,UPI,20,75,2025,July,3,Tuesday
BILL000397,2025-08-19,693,237,3,345,10,124.2,1149.2,UPI,296,147,2025,August,3,Tuesday
BILL000398,2025-02-03,922,232,5,148,20,0.0,720.0,Card,27,605,2025,February,1,Monday
BILL000399,2025-10-17,897,93,3,353,20,52.95,1091.95,UPI,251,306,2025,October,4,Friday
BILL000400,2025-09-03,853,116,5,225,50,135.0,1210.0,Card,97,640,2025,September,3,Wednesday
BILL000401,2025-11-19,536,142,1,415,50,20.75,385.75,UPI,315,100,2025,November,4,Wednesday
BILL000402,2025-02-06,896,48,2,423,30,101.52,917.52,Cash,313,220,2025,February,1,Thursday
BILL000403,2025-05-08,927,104,2,409,30,98.16,886.16,Cash,358,102,2025,May,2,Thursday
BILL000404,2025-07-07,921,225,1,285,30,51.3,306.3,Cash,261,24,2025,July,3,Monday
BILL000405,2025-07-09,757,102,1,312,30,0.0,282.0,Card,263,49,2025,July,3,Wednesday
BILL000406,2025-06-24,90,99,3,111,30,16.65,319.65,Card,33,234,2025,June,2,Tuesday
BILL000407,2025-04-16,188,82,1,188,0,0.0,188.0,Cash,166,22,2025,April,2,Wednesday
BILL000408,2025-11-15,792,81,2,415,10,0.0,820.0,Cash,318,194,2025,November,4,Saturday
BILL000409,2025-01-18,125,52,4,76,0,15.2,319.2,Cash,62,56,2025,January,1,Saturday
BILL000410,2025-04-29,433,114,4,486,30,233.28,2147.28,Card,376,440,2025,April,2,Tuesday
BILL000411,2025-04-15,534,113,1,185,10,9.25,184.25,UPI,100,85,2025,April,2,Tuesday
BILL000412,2025-12-12,694,139,4,311,20,62.2,1286.2,Cash,201,440,2025,December,4,Friday
BILL000413,2025-01-11,918,200,2,116,10,41.76,263.76,UPI,77,78,2025,January,1,Saturday
BILL000414,2025-02-11,366,113,2,185,10,18.5,378.5,Cash,100,170,2025,February,1,Tuesday
BILL000415,2025-06-29,877,190,4,71,10,14.2,288.2,UPI,37,136,2025,June,2,Sunday
BILL000416,2025-10-29,690,76,5,178,30,160.2,1020.2,Card,29,745,2025,October,4,Wednesday
BILL000417,2025-11-14,257,95,4,272,0,54.4,1142.4,Card,174,392,2025,November,4,Friday
BILL000418,2025-01-18,946,165,1,244,50,12.2,206.2,Cash,203,41,2025,January,1,Saturday
BILL000419,2025-01-31,154,151,3,304,50,164.16,1026.16,Cash,174,390,2025,January,1,Friday
BILL000420,2025-03-19,203,56,1,382,10,19.1,391.1,Card,233,149,2025,March,1,Wednesday
BILL000421,2025-07-24,184,71,2,404,10,0.0,798.0,Card,297,214,2025,July,3,Thursday
BILL000422,2025-12-29,879,165,4,244,50,48.8,974.8,Card,203,164,2025,December,4,Monday
BILL000423,2025-04-26,778,111,3,132,20,71.28,447.28,Card,36,288,2025,April,2,Saturday
BILL000424,2025-01-03,9,144,2,278,20,0.0,536.0,Card,182,192,2025,January,1,Friday
BILL000425,2025-02-12,172,139,5,311,50,77.75,1582.75,Card,201,550,2025,February,1,Wednesday
BILL000426,2025-09-24,278,83,4,459,50,330.48,2116.48,UPI,393,264,2025,September,3,Wednesday
BILL000427,2025-08-18,65,75,3,390,10,0.0,1160.0,Card,298,276,2025,August,3,Monday
BILL000428,2025-12-03,285,64,3,357,20,192.78,1243.78,Card,226,393,2025,December,4,Wednesday
BILL000429,2025-04-02,202,130,3,158,50,0.0,424.0,Card,105,159,2025,April,2,Wednesday
BILL000430,2025-02-04,472,16,1,410,20,49.2,439.2,Card,307,103,2025,February,1,Tuesday
BILL000431,2025-02-14,295,193,5,526,0,473.4,3103.4,Card,385,705,2025,February,1,Friday
BILL000432,2025-07-11,963,96,1,95,0,0.0,95.0,Cash,20,75,2025,July,3,Friday
BILL000433,2025-09-29,28,21,1,364,20,18.2,362.2,Cash,223,141,2025,September,3,Monday
BILL000434,2025-05-19,238,189,3,211,30,113.94,716.94,Card,144,201,2025,May,2,Monday
BILL000435,2025-07-20,392,21,2,364,50,36.4,714.4,Cash,223,282,2025,July,3,Sunday
BILL000436,2025-03-02,527,183,1,513,0,61.56,574.56,Card,395,118,2025,March,1,Sunday
BILL000437,2025-05-11,861,87,4,467,10,0.0,1858.0,Card,333,536,2025,May,2,Sunday
BILL000438,2025-10-21,426,238,3,283,10,101.88,940.88,Card,185,294,2025,October,4,Tuesday
BILL000439,2025-09-09,968,146,5,113,20,0.0,545.0,UPI,38,375,2025,September,3,Tuesday
BILL000440,2025-02-11,349,129,1,500,30,25.0,495.0,UPI,387,113,2025,February,1,Tuesday
BILL000441,2025-06-20,511,21,5,364,10,91.0,1901.0,Cash,223,705,2025,June,2,Friday
BILL000442,2025-07-11,866,154,4,366,0,73.2,1537.2,UPI,229,548,2025,July,3,Friday
BILL000443,2025-01-27,762,114,5,486,30,291.6,2691.6,Cash,376,550,2025,January,1,Monday
BILL000444,2025-05-28,811,95,3,272,50,40.8,806.8,UPI,174,294,2025,May,2,Wednesday
BILL000445,2025-12-29,511,45,3,415,10,0.0,1235.0,Cash,374,123,2025,December,4,Monday
BILL000446,2025-09-16,485,133,3,270,20,0.0,790.0,Cash,197,219,2025,September,3,Tuesday
BILL000447,2025-05-31,994,110,3,161,0,24.15,507.15,UPI,32,387,2025,May,2,Saturday
BILL000448,2025-07-15,518,215,4,406,20,292.32,1896.32,Cash,298,432,2025,July,3,Tuesday
BILL000449,2025-04-14,983,219,3,450,10,67.5,1407.5,Card,318,396,2025,April,2,Monday
BILL000450,2025-10-07,489,114,3,486,30,174.96,1602.96,Card,376,330,2025,October,4,Tuesday
BILL000451,2025-02-12,759,33,1,395,50,0.0,345.0,Cash,322,73,2025,February,1,Wednesday
BILL000452,2025-06-10,379,18,4,165,0,118.8,778.8,Cash,59,424,2025,June,2,Tuesday
BILL000453,2025-05-16,619,12,3,453,10,163.08,1512.08,Cash,323,390,2025,May,2,Friday
BILL000454,2025-12-30,945,198,4,333,10,239.76,1561.76,Card,235,392,2025,December,4,Tuesday
BILL000455,2025-02-26,405,214,3,506,0,273.24,1791.24,UPI,384,366,2025,February,1,Wednesday
BILL000456,2025-06-24,904,108,5,423,50,105.75,2170.75,Cash,277,730,2025,June,2,Tuesday
BILL000457,2026-01-01,94,161,4,156,0,0.0,624.0,UPI,41,460,2026,January,1,Thursday
BILL000458,2025-11-09,396,137,2,92,20,33.12,197.12,UPI,69,46,2025,November,4,Sunday
BILL000459,2025-02-10,768,205,2,126,30,12.6,234.6,Cash,54,144,2025,February,1,Monday
BILL000460,2025-02-12,705,9,3,383,10,57.45,1196.45,Card,356,81,2025,February,1,Wednesday
BILL000461,2025-06-12,432,213,5,109,50,0.0,495.0,Cash,23,430,2025,June,2,Thursday
BILL000462,2025-01-02,327,126,4,219,50,0.0,826.0,Cash,196,92,2025,January,1,Thursday
BILL000463,2025-07-29,876,176,4,341,50,68.2,1382.2,Cash,224,468,2025,July,3,Tuesday
BILL000464,2025-02-11,855,222,4,428,50,85.6,1747.6,Card,283,580,2025,February,1,Tuesday
BILL000465,2025-09-18,894,69,3,277,30,41.55,842.55,UPI,223,162,2025,September,3,Thursday
BILL000466,2025-01-04,617,221,1,167,50,30.06,147.06,Card,38,129,2025,January,1,Saturday
BILL000467,2025-04-29,974,1,3,125,10,0.0,365.0,Cash,77,144,2025,April,2,Tuesday
BILL000468,2025-09-06,171,160,5,283,30,254.7,1639.7,Card,257,130,2025,September,3,Saturday
BILL000469,2026-01-01,948,83,3,459,0,247.86,1624.86,Card,393,198,2026,January,1,Thursday
BILL000470,2025-11-21,161,227,4,193,20,38.6,790.6,UPI,180,52,2025,November,4,Friday
BILL000471,2025-09-13,125,218,1,400,0,72.0,472.0,UPI,273,127,2025,September,3,Saturday
BILL000472,2025-07-16,901,178,4,179,50,128.88,794.88,Card,70,436,2025,July,3,Wednesday
BILL000473,2025-11-04,244,128,1,347,50,62.46,359.46,Cash,261,86,2025,November,4,Tuesday
BILL000474,2025-09-04,188,217,5,379,50,227.4,2072.4,UPI,297,410,2025,September,3,Thursday
BILL000475,2025-04-26,194,161,3,156,30,0.0,438.0,Cash,41,345,2025,April,2,Saturday
BILL000476,2025-08-15,927,83,2,459,50,165.24,1033.24,Card,393,132,2025,August,3,Friday
BILL000477,2025-12-01,688,35,4,158,20,113.76,725.76,UPI,90,272,2025,December,4,Monday
BILL000478,2026-01-01,557,210,1,319,30,57.42,346.42,Card,269,50,2026,January,1,Thursday
BILL000479,2025-11-19,850,48,5,423,10,253.8,2358.8,Card,313,550,2025,November,4,Wednesday
BILL000480,2025-03-07,917,107,1,198,0,9.9,207.9,UPI,117,81,2025,March,1,Friday
BILL000481,2025-08-05,292,227,4,193,0,38.6,810.6,Card,180,52,2025,August,3,Tuesday
BILL000482,2025-10-17,260,54,3,218,30,78.48,702.48,UPI,86,396,2025,October,4,Friday
BILL000483,2025-09-16,831,93,1,353,20,17.65,350.65,UPI,251,102,2025,September,3,Tuesday
BILL000484,2025-06-30,406,35,1,158,0,28.44,186.44,Card,90,68,2025,June,2,Monday
BILL000485,2025-10-28,259,173,2,167,0,60.12,394.12,Card,66,202,2025,October,4,Tuesday
BILL000486,2025-04-18,308,219,1,450,20,22.5,452.5,UPI,318,132,2025,April,2,Friday
BILL000487,2025-09-13,621,208,3,124,30,44.64,386.64,Card,57,201,2025,September,3,Saturday
BILL000488,2025-01-16,219,171,4,162,10,116.64,754.64,Card,96,264,2025,January,1,Thursday
BILL000489,2025-12-14,31,160,1,283,20,50.94,313.94,UPI,257,26,2025,December,4,Sunday
BILL000490,2025-12-13,979,90,1,423,30,76.14,469.14,Cash,327,96,2025,December,4,Saturday
BILL000491,2025-01-15,453,49,3,120,50,18.0,328.0,Cash,106,42,2025,January,1,Wednesday
BILL000492,2025-11-04,251,216,5,340,30,204.0,1874.0,Cash,222,590,2025,November,4,Tuesday
BILL000493,2025-03-21,923,103,5,378,30,94.5,1954.5,UPI,328,250,2025,March,1,Friday
BILL000494,2025-10-24,63,149,4,383,20,0.0,1512.0,Cash,245,552,2025,October,4,Friday
BILL000495,2025-05-04,5,142,4,415,50,83.0,1693.0,Cash,315,400,2025,May,2,Sunday
BILL000496,2025-06-02,791,118,2,405,50,0.0,760.0,UPI,368,74,2025,June,2,Monday
BILL000497,2025-10-20,899,32,1,325,20,39.0,344.0,UPI,197,128,2025,October,4,Monday
BILL000498,2025-07-22,188,64,3,357,30,192.78,1233.78,Card,226,393,2025,July,3,Tuesday
BILL000499,2025-01-01,472,59,1,404,50,20.2,374.2,Cash,256,148,2025,January,1,Wednesday
BILL000500,2025-12-17,463,221,2,167,50,60.12,344.12,UPI,38,258,2025,December,4,Wednesday
BILL000501,2025-02-01,518,99,1,111,20,5.55,96.55,Cash,33,78,2025,February,1,Saturday
BILL000502,2025-07-10,891,147,1,293,10,14.65,297.65,UPI,144,149,2025,July,3,Thursday
BILL000503,2025-07-06,260,68,3,424,0,0.0,1272.0,Cash,352,216,2025,July,3,Sunday
BILL000504,2025-10-07,520,40,2,212,30,76.32,470.32,Card,152,120,2025,October,4,Tuesday
BILL000505,2025-07-21,798,75,1,390,30,0.0,360.0,Card,298,92,2025,July,3,Monday
BILL000506,2025-05-27,308,149,5,383,0,0.0,1915.0,Cash,245,690,2025,May,2,Tuesday
BILL000507,2025-01-20,230,61,5,384,20,230.4,2130.4,Cash,341,215,2025,January,1,Monday
BILL000508,2025-06-16,717,161,3,156,10,0.0,458.0,Cash,41,345,2025,June,2,Monday
BILL000509,2025-11-14,720,141,3,271,50,40.65,803.65,UPI,193,234,2025,November,4,Friday
BILL000510,2025-11-29,629,85,4,174,10,125.28,811.28,Card,161,52,2025,November,4,Saturday
BILL000511,2025-09-14,306,17,4,409,30,81.8,1687.8,Cash,292,468,2025,September,3,Sunday
BILL000512,2025-12-04,120,234,3,245,50,36.75,721.75,UPI,137,324,2025,December,4,Thursday
BILL000513,2025-03-08,389,139,4,311,30,62.2,1276.2,UPI,201,440,2025,March,1,Saturday
BILL000514,2025-01-10,299,46,5,79,50,71.1,416.1,Card,57,110,2025,January,1,Friday
BILL000515,2025-07-26,642,108,5,423,50,105.75,2170.75,Card,277,730,2025,July,3,Saturday
BILL000516,2025-10-15,574,173,2,167,50,60.12,344.12,UPI,66,202,2025,October,4,Wednesday
BILL000517,2025-01-01,308,163,5,394,0,0.0,1970.0,Cash,246,740,2025,January,1,Wednesday
BILL000518,2025-06-02,786,132,2,296,30,29.6,591.6,Cash,208,176,2025,June,2,Monday
BILL000519,2025-05-09,274,81,4,415,30,0.0,1630.0,Cash,318,388,2025,May,2,Friday
BILL000520,2025-10-27,348,24,1,237,50,11.85,198.85,Card,123,114,2025,October,4,Monday
BILL000521,2025-09-07,285,93,4,353,0,70.6,1482.6,Cash,251,408,2025,September,3,Sunday
